"","az","date","senat","kammer_txt","richter_txt","anordnung","link"
"237","1 BvQ 62/18",2018-08-20,"1","3","Kirchhof,Masing,Paulus",1,"http://www.bverfg.de/e/qk20180820_1bvq006218.html"
"238","2 BvR 237/18",2018-08-16,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20180816_2bvr023718.html"
"239","1 BvR 1780/17",2018-08-15,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20180815_1bvr178017.html"
"240","2 BvR 2071/16",2018-08-13,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20180813_2bvr207116.html"
"241","2 BvR 745/14",2018-08-13,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20180813_2bvr074514.html"
"242","1 BvR 1981/16",2018-08-09,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20180809_1bvr198116.html"
"243","2 BvR 1672/15",2018-08-08,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20180808_2bvr167215.html"
"244","2 BvR 1342/18",2018-08-08,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20180808_2bvr134218.html"
"245","1 BvR 1575/18",2018-08-07,"1","3","Kirchhof,Masing,Paulus",0,"http://www.bverfg.de/e/rk20180807_1bvr157518.html"
"246","2 BvR 1258/18",2018-08-01,"2","1","Voßkuhle,König,Maidowski",0,"http://www.bverfg.de/e/rk20180801_2bvr125818.html"
"247","1 BvQ 73/17",2018-07-27,"1","3","Kirchhof,Masing,Paulus",1,"http://www.bverfg.de/e/qk20180727_1bvq007317.html"
"248","1 BvR 1534/17",2018-07-26,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20180726_1bvr153417.html"
"252","2 BvR 943/18",2018-07-19,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20180719_2bvr094318.html"
"255","1 BvR 1401/18",2018-07-12,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20180712_1bvr140118.html"
"256","2 BvR 1548/14",2018-07-11,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20180711_2bvr154814.html"
"257","1 BvQ 45/18",2018-07-10,"1","2","Eichberger,Baer,Britz",1,"http://www.bverfg.de/e/qk20180710_1bvq004518.html"
"258","1 BvR 252/18",2018-07-09,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20180709_1bvr025218.html"
"259","1 BvL 2/18",2018-07-09,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/lk20180709_1bvl000218.html"
"260","2 BvR 1207/18",2018-07-04,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20180704_2bvr120718.html"
"261","2 BvR 62/18",2018-07-04,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20180704_2bvr006218.html"
"263","1 BvR 682/12",2018-07-02,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20180702_1bvr068212.html"
"264","1 BvR 612/12",2018-07-02,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20180702_1bvr061212.html"
"265","1 BvR 847/12",2018-07-02,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20180702_1bvr084712.html"
"266","2 BvR 1550/17",2018-07-02,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20180702_2bvr155017.html"
"267","2 BvR 2380/17",2018-06-28,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20180628_2bvr238017.html"
"268","2 BvR 1287/17",2018-06-27,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20180627_2bvr128717.html"
"269","2 BvR 1562/17",2018-06-27,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20180627_2bvr156217.html"
"270","2 BvR 1405/17",2018-06-27,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20180627_2bvr140517.html"
"271","1 BvR 1494/17",2018-06-27,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20180627_1bvr149417.html"
"272","1 BvR 2022/16",2018-06-27,"1","3","Kirchhof,Masing,Paulus",0,"http://www.bverfg.de/e/rk20180627_1bvr202216.html"
"273","1 BvR 2001/16",2018-06-27,"1","3","Kirchhof,Masing,Paulus",0,"http://www.bverfg.de/e/rk20180627_1bvr200116.html"
"274","1 BvR 100/15",2018-06-27,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20180627_1bvr010015.html"
"275","2 BvR 1032/18",2018-06-26,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20180626_2bvr103218.html"
"276","1 BvR 733/18",2018-06-26,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20180626_1bvr073318.html"
"286","2 BvR 631/18",2018-06-25,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20180625_2bvr063118.html"
"287","2 BvR 2263/16",2018-06-25,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20180625_2bvr226316.html"
"288","1 BvR 2083/15",2018-06-22,"1","3","Kirchhof,Masing,Paulus",0,"http://www.bverfg.de/e/rk20180622_1bvr208315.html"
"289","1 BvR 673/18",2018-06-22,"1","3","Kirchhof,Masing,Paulus",0,"http://www.bverfg.de/e/rk20180622_1bvr067318.html"
"290","1 BvR 823/18",2018-06-22,"1","3","Kirchhof,Masing,Paulus",0,"http://www.bverfg.de/e/rk20180622_1bvr082318.html"
"291","1 BvR 478/15",2018-06-14,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20180614_1bvr047815.html"
"292","1 BvR 1040/17",2018-06-13,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20180613_1bvr104017.html"
"293","2 BvR 375/17",2018-06-13,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20180613_2bvr037517.html"
"294","2 BvR 991/18",2018-06-12,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20180612_2bvr099118.html"
"296","2 BvR 819/18",2018-06-11,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20180611_2bvr081918.html"
"297","1 BvR 701/17",2018-06-08,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20180608_1bvr070117.html"
"298","1 BvR 896/17",2018-06-08,"1","3","Kirchhof,Masing,Paulus",0,"http://www.bverfg.de/e/rk20180608_1bvr089617.html"
"299","2 BvR 1094/18",2018-06-08,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20180608_2bvr109418.html"
"301","2 BvR 350/18",2018-06-06,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20180606_2bvr035018.html"
"302","1 BvR 1180/17",2018-06-04,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20180604_1bvr118017.html"
"303","2 BvR 981/18",2018-05-30,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20180530_2bvr098118.html"
"304","1 BvR 1149/17",2018-05-30,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20180530_1bvr114917.html"
"305","1 BvR 45/15",2018-05-30,"1","3","Kirchhof,Masing,Paulus",0,"http://www.bverfg.de/e/rk20180530_1bvr004515.html"
"306","2 BvR 2767/17",2018-05-29,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20180529_2bvr276717.html"
"307","2 BvR 1161/16",2018-05-23,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20180523_2bvr116116.html"
"311","2 BvR 635/17",2018-05-16,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20180516_2bvr063517.html"
"312","2 BvR 287/17",2018-05-15,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20180515_2bvr028717.html"
"313","2 BvR 883/18",2018-05-14,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20180514_2bvr088318.html"
"315","1 BvR 162/18",2018-05-09,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20180509_1bvr016218.html"
"316","1 BvR 216/18",2018-05-09,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20180509_1bvr021618.html"
"317","1 BvR 1866/17",2018-05-09,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20180509_1bvr186617.html"
"318","1 BvR 1882/17",2018-05-09,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20180509_1bvr188217.html"
"319","1 BvR 1883/17",2018-05-09,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20180509_1bvr188317.html"
"320","1 BvR 1900/17",2018-05-09,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20180509_1bvr190017.html"
"321","1 BvR 1935/17",2018-05-09,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20180509_1bvr193517.html"
"322","1 BvR 1884/17",2018-05-09,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20180509_1bvr188417.html"
"323","2 BvR 632/18",2018-05-04,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20180504_2bvr063218.html"
"324","2 BvR 463/17",2018-05-03,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20180503_2bvr046317.html"
"325","1 BvR 3251/14",2018-05-02,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20180502_1bvr325114.html"
"326","1 BvR 3250/14",2018-05-02,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20180502_1bvr325014.html"
"327","1 BvR 666/17",2018-05-02,"1","3","Kirchhof,Masing,Paulus",0,"http://www.bverfg.de/e/rk20180502_1bvr066617.html"
"328","1 BvR 3042/14",2018-05-02,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20180502_1bvr304214.html"
"329","1 BvR 2420/15",2018-05-02,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20180502_1bvr242015.html"
"330","1 BvR 393/18",2018-04-30,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20180430_1bvr039318.html"
"331","1 BvR 2352/17",2018-04-30,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20180430_1bvr235217.html"
"332","2 BvQ 35/18",2018-04-27,"2","2","Kessal-Wulf,König,Langenfeld",1,"http://www.bverfg.de/e/qk20180427_2bvq003518.html"
"337","2 BvR 2435/17",2018-04-25,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20180425_2bvr243517.html"
"338","2 BvQ 28/18",2018-04-25,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",1,"http://www.bverfg.de/e/qk20180425_2bvq002818.html"
"341","2 BvR 632/18",2018-04-23,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20180423_2bvr063218.html"
"342","1 BvR 383/18",2018-04-23,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20180423_1bvr038318.html"
"343","1 BvR 2684/17",2018-04-21,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20180421_1bvr268417.html"
"344","2 BvR 883/17",2018-04-18,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20180418_2bvr088317.html"
"345","1 BvR 1213/16",2018-04-18,"1","3","Kirchhof,Masing,Paulus",0,"http://www.bverfg.de/e/rk20180418_1bvr121316.html"
"346","2 BvR 2039/17",2018-04-17,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20180417_2bvr203917.html"
"347","2 BvR 426/18",2018-04-16,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20180416_2bvr042618.html"
"348","2 BvR 492/18",2018-04-16,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20180416_2bvr049218.html"
"349","1 BvR 29/18",2018-04-12,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20180412_1bvr002918.html"
"350","2 BvR 415/18",2018-04-12,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20180412_2bvr041518.html"
"351","2 BvR 2601/17",2018-04-11,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20180411_2bvr260117.html"
"352","2 BvR 328/18",2018-04-11,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20180411_2bvr032818.html"
"355","1 BvR 2119/17",2018-04-10,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20180410_1bvr211917.html"
"357","1 BvR 1592/12",2018-04-09,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20180409_1bvr159212.html"
"358","1 BvR 1626/12",2018-04-09,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20180409_1bvr162612.html"
"359","1 BvR 1621/12",2018-04-09,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20180409_1bvr162112.html"
"360","1 BvR 790/12",2018-04-09,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20180409_1bvr079012.html"
"361","1 BvR 840/15",2018-04-09,"1","3","Kirchhof,Masing,Paulus",0,"http://www.bverfg.de/e/rk20180409_1bvr084015.html"
"362","2 BvR 412/18",2018-04-04,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20180404_2bvr041218.html"
"363","1 BvR 662/18",2018-03-29,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20180329_1bvr066218.html"
"364","1 BvQ 17/18",2018-03-26,"1","2","Eichberger,Baer,Britz",1,"http://www.bverfg.de/e/qk20180326_1bvq001718.html"
"365","1 BvQ 18/18",2018-03-24,"1","3","Masing,Paulus,Eichberger",1,"http://www.bverfg.de/e/qk20180324_1bvq001818.html"
"366","2 BvR 2126/17",2018-03-23,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20180323_2bvr212617.html"
"367","2 BvR 1140/15",2018-03-23,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20180323_2bvr114015.html"
"368","2 BvR 1509/15",2018-03-22,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20180322_2bvr150915.html"
"371","1 BvR 501/18",2018-03-22,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20180322_1bvr050118.html"
"373","2 BvR 237/18",2018-03-21,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20180321_2bvr023718.html"
"376","2 BvR 1266/17",2018-03-20,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20180320_2bvr126617.html"
"377","2 BvR 253/18",2018-03-16,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20180316_2bvr025318.html"
"378","2 BvQ 24/18",2018-03-15,"2","1","Kessal-Wulf,König,Maidowski",1,"http://www.bverfg.de/e/qk20180315_2bvq002418.html"
"379","2 BvR 1371/13",2018-03-15,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20180315_2bvr137113.html"
"380","1 BvR 300/18",2018-03-14,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20180314_1bvr030018.html"
"381","2 BvR 174/18",2018-03-09,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20180309_2bvr017418.html"
"382","1 BvR 2865/17",2018-03-07,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20180307_1bvr286517.html"
"383","1 BvL 1/16",2018-03-06,"1","3","Kirchhof,Masing,Paulus",0,"http://www.bverfg.de/e/lk20180306_1bvl000116.html"
"384","1 BvR 2864/13",2018-03-05,"1","3","Kirchhof,Masing,Paulus",0,"http://www.bverfg.de/e/rk20180305_1bvr286413.html"
"385","1 BvR 1011/17",2018-03-05,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20180305_1bvr101117.html"
"386","1 BvR 2926/14",2018-03-05,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20180305_1bvr292614.html"
"387","2 BvR 2821/14",2018-02-27,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20180227_2bvr282114.html"
"389","1 BvQ 6/18",2018-02-26,"1","1","Kirchhof,Ott,Christ",1,"http://www.bverfg.de/e/qk20180226_1bvq000618.html"
"390","1 BvR 1387/17",2018-02-26,"1","3","Kirchhof,Masing,Paulus",0,"http://www.bverfg.de/e/rk20180226_1bvr138717.html"
"391","2 BvR 107/18",2018-02-26,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20180226_2bvr010718.html"
"392","2 BvR 301/18",2018-02-21,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20180221_2bvr030118.html"
"393","2 BvR 349/14",2018-02-21,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20180221_2bvr034914.html"
"394","2 BvR 2628/17",2018-02-21,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20180221_2bvr262817.html"
"395","1 BvR 606/14",2018-02-21,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20180221_1bvr060614.html"
"396","2 BvR 2675/17",2018-02-20,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20180220_2bvr267517.html"
"397","2 BvR 253/18",2018-02-20,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20180220_2bvr025318.html"
"398","2 BvR 253/18",2018-02-15,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20180215_2bvr025318.html"
"399","1 BvR 2120/16",2018-02-14,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20180214_1bvr212016.html"
"401","1 BvR 975/17",2018-02-12,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20180212_1bvr097517.html"
"402","1 BvR 2112/15",2018-02-08,"1","3","Kirchhof,Masing,Paulus",0,"http://www.bverfg.de/e/rk20180208_1bvr211215.html"
"403","1 BvR 442/15",2018-02-07,"1","3","Kirchhof,Masing,Paulus",0,"http://www.bverfg.de/e/rk20180207_1bvr044215.html"
"404","2 BvR 549/17",2018-02-07,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20180207_2bvr054917.html"
"405","2 BvR 1368/17",2018-02-06,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20180206_2bvr136817.html"
"406","2 BvR 1459/17",2018-02-01,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20180201_2bvr145917.html"
"407","1 BvR 2452/17",2018-02-01,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20180201_1bvr245217.html"
"408","1 BvR 1379/14",2018-02-01,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20180201_1bvr137914.html"
"409","1 BvQ 70/17",2018-01-29,"1","3","Kirchhof,Masing,Paulus",1,"http://www.bverfg.de/e/qk20180129_1bvq007017.html"
"410","2 BvR 907/17",2018-01-29,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20180129_2bvr090717.html"
"411","2 BvR 725/16",2018-01-26,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20180126_2bvr072516.html"
"412","2 BvR 987/16",2018-01-25,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20180125_2bvr098716.html"
"413","2 BvR 1362/16",2018-01-25,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20180125_2bvr136216.html"
"414","2 BvQ 49/17",2018-01-25,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",1,"http://www.bverfg.de/e/qk20180125_2bvq004917.html"
"415","2 BvR 2026/17",2018-01-24,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20180124_2bvr202617.html"
"416","1 BvR 2465/13",2018-01-24,"1","3","Kirchhof,Masing,Paulus",0,"http://www.bverfg.de/e/rk20180124_1bvr246513.html"
"417","2 BvR 80/18",2018-01-22,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20180122_2bvr008018.html"
"418","1 BvR 2616/17",2018-01-22,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20180122_1bvr261617.html"
"419","2 BvQ 4/18",2018-01-19,"2","3","Hermanns,Müller,Langenfeld",1,"http://www.bverfg.de/e/qk20180119_2bvq000418.html"
"420","2 BvR 2691/17",2018-01-18,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20180118_2bvr269117.html"
"421","2 BvR 1297/16",2018-01-16,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20180116_2bvr129716.html"
"422","2 BvR 1287/17",2018-01-09,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20180109_2bvr128717.html"
"423","2 BvR 1562/17",2018-01-09,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20180109_2bvr156217.html"
"424","2 BvR 1405/17",2018-01-09,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20180109_2bvr140517.html"
"425","2 BvR 2801/17",2017-12-22,"2","1","Huber,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20171222_2bvr280117.html"
"426","2 BvR 2772/17",2017-12-21,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20171221_2bvr277217.html"
"427","1 BvR 2233/17",2017-12-20,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20171220_1bvr223317.html"
"428","1 BvR 2754/17",2017-12-20,"1","4","Paulus,Ott,Christ",0,"http://www.bverfg.de/e/rk20171220_1bvr275417.html"
"429","2 BvR 2552/17",2017-12-20,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20171220_2bvr255217.html"
"430","2 BvR 1818/17",2017-12-20,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20171220_2bvr181817.html"
"431","2 BvR 2312/17",2017-12-20,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20171220_2bvr231217.html"
"432","2 BvQ 86/17",2017-12-20,"2","2","Huber,Kessal-Wulf,König",1,"http://www.bverfg.de/e/qk20171220_2bvq008617.html"
"433","1 BvR 1781/17",2017-12-20,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20171220_1bvr178117.html"
"434","1 BvR 1780/17",2017-12-20,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20171220_1bvr178017.html"
"437","2 BvR 2259/17",2017-12-18,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20171218_2bvr225917.html"
"438","2 BvR 2655/17",2017-12-14,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20171214_2bvr265517.html"
"439","2 BvR 1872/17",2017-12-14,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20171214_2bvr187217.html"
"440","2 BvQ 76/17",2017-12-14,"2","2","Huber,Kessal-Wulf,König",1,"http://www.bverfg.de/e/qk20171214_2bvq007617.html"
"441","1 BvR 1781/17",2017-12-08,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20171208_1bvr178117.html"
"442","1 BvR 1780/17",2017-12-08,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20171208_1bvr178017.html"
"443","2 BvR 2019/17",2017-12-08,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20171208_2bvr201917.html"
"444","1 BvR 1914/17",2017-12-07,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20171207_1bvr191417.html"
"445","2 BvR 2640/17",2017-12-07,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20171207_2bvr264017.html"
"446","2 BvR 2160/17",2017-12-07,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20171207_2bvr216017.html"
"447","2 BvR 444/17",2017-12-07,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20171207_2bvr044417.html"
"448","2 BvQ 80/17",2017-12-06,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",1,"http://www.bverfg.de/e/qk20171206_2bvq008017.html"
"449","1 BvR 2160/16",2017-12-06,"1","3","Kirchhof,Masing,Paulus",0,"http://www.bverfg.de/e/rk20171206_1bvr216016.html"
"450","2 BvR 2694/17",2017-12-06,"2","1","Kessal-Wulf,König,Maidowski",0,"http://www.bverfg.de/e/rk20171206_2bvr269417.html"
"451","2 BvL 12/17",2017-12-05,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/lk20171205_2bvl001217.html"
"452","2 BvR 222/11",2017-12-05,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20171205_2bvr022211.html"
"454","1 BvR 1904/17",2017-11-29,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20171129_1bvr190417.html"
"455","1 BvR 1784/16",2017-11-29,"1","1","Kirchhof,Schluckebier,Ott",0,"http://www.bverfg.de/e/rk20171129_1bvr178416.html"
"456","1 BvR 461/17",2017-11-29,"1","4","Schluckebier,Paulus,Ott",0,"http://www.bverfg.de/e/rk20171129_1bvr046117.html"
"457","1 BvR 1555/14",2017-11-27,"1","1","Kirchhof,Schluckebier,Ott",0,"http://www.bverfg.de/e/rk20171127_1bvr155514.html"
"461","1 BvR 721/17",2017-11-20,"1","2","Eichberger,Baer,Britz",0,"http://www.bverfg.de/e/rk20171120_1bvr072117.html"
"462","2 BvR 1131/16",2017-11-17,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20171117_2bvr113116.html"
"463","1 BvR 672/17",2017-11-16,"1","1","Kirchhof,Schluckebier,Ott",0,"http://www.bverfg.de/e/rk20171116_1bvr067217.html"
